row,title,doi,status,detail
191,Computational Oncology in the Multi-Omics Era: State of the Art,https://doi.org/10.3389/fonc.2020.00423,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fonc.2020.00423.pdf
192,Conditions for Cell Size Homeostasis: A Stochastic Hybrid System Approach,https://doi.org/10.1109/LLS.2016.2646383,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1109_LLS.2016.2646383.txt
193,Conserved cell types with divergent features between human and mouse cortex,https://doi.org/10.1101/384826,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1101_384826.txt
194,Conserved cell types with divergent features in human versus mouse cortex,https://doi.org/10.1038/s41586-019-1506-7,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_s41586-019-1506-7.txt
195,Context-aware synthetic biology by controller design: engineering the mammalian cell,https://doi.org/10.1016/j.cels.2021.05.011,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cels.2021.05.011.txt
196,Control and Regulation of Pathways via Negative Feedback,https://doi.org/10.1098/rsif.2016.0848,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1098_rsif.2016.0848.txt
197,Control of cell death and mitochondrial fission by ERK1/2 MAP kinase signalling,https://doi.org/10.1111/febs.14122,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1111_febs.14122.txt
198,Control of mitochondrial function and cell growth by the atypical cadherin Fat1,https://doi.org/10.1038/nature20170,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_nature20170.txt
199,Control theory meets synthetic biology,https://doi.org/10.1098/rsif.2016.0380,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1098_rsif.2016.0380.txt
200,Controlling cell size through sizer mechanisms,https://doi.org/10.1016/J.COISB.2017.08.010,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_J.COISB.2017.08.010.txt
201,"Correlation of MKI67 with prognosis, immune infiltration, and T cell exhaustion in hepatocellular carcinoma",https://doi.org/10.1186/s12876-021-01984-2,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1186_s12876-021-01984-2.pdf
202,"Cortical disinhibitory circuits: cell types, connectivity and function.",https://doi.org/10.1016/j.tins.2021.04.009,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.tins.2021.04.009.txt
203,"Cortical Folding of the Primate Brain: An Interdisciplinary Examination of the Genetic Architecture, Modularity, and Evolvability of a Significant Neurological Trait in Pedigreed Baboons (Genus Papio)",https://doi.org/10.1534/genetics.114.173443,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1534_genetics.114.173443.txt
204,Cranial Shape and the Modularity of Hybridization in Dingoes and Dogs; Hybridization Does Not Spell the End for Native Morphology,https://doi.org/10.1007/s11692-016-9371-x,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1007_s11692-016-9371-x.pdf
205,CRISPR screens in cancer spheroids identify 3D growth specific vulnerabilities,https://doi.org/10.1038/s41586-020-2099-x,no_content_found,DOI resolves but no OA PDF or abstract was found
206,CRISPR-based genomic tools for the manipulation of genetically intractable microorganisms,https://doi.org/10.1038/s41579-018-0002-7,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_s41579-018-0002-7.txt
207,Crosstalk between histone modifications indicates that inhibition of arginine methyltransferase CARM1 activity reverses HIV latency,https://doi.org/10.1093/nar/gkx550,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_nar_gkx550.txt
208,Cryo-EM structures of holo condensin reveal a subunit flip-flop mechanism,https://doi.org/10.1038/s41594-020-0457-x,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_s41594-020-0457-x.txt
209,CTCF and R-loops are boundaries of cohesin-mediated DNA looping,https://doi.org/10.1101/2022.09.15.508177,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1101_2022.09.15.508177.txt
210,Current and future directions in network biology,https://doi.org/10.1093/bioadv/vbae099,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_bioadv_vbae099.txt
211,Customizing cellular signal processing by synthetic multi-level regulatory circuits,https://doi.org/10.1038/s41467-023-44256-1,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-023-44256-1.pdf
212,"D-SCRIPT translates genome to phenome with sequence-based, structure-aware, genome-scale predictions of protein-protein interactions",https://doi.org/10.1016/j.cels.2021.08.010,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cels.2021.08.010.txt
213,Dealing with the genetic load in bacterial synthetic biology circuits: convergences with the Ohm's law,https://doi.org/10.1093/nar/gkv1280,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_nar_gkv1280.txt
214,Deciphering Brain Complexity Using Single-cell Sequencing,https://doi.org/10.1016/j.gpb.2018.07.007,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.gpb.2018.07.007.txt
215,Decision-Making From the Animal Perspective: Bridging Ecology and Subjective Cognition,https://doi.org/10.3389/fevo.2019.00164,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fevo.2019.00164.pdf
216,Decoding disease: from genomes to networks to phenotypes,https://doi.org/10.1038/s41576-021-00389-x,no_content_found,DOI resolves but no OA PDF or abstract was found
217,Deep Nets: What have They Ever Done for Vision?,https://doi.org/10.1007/s11263-020-01405-z,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1007_s11263-020-01405-z.txt
218,DeepFunc: A Deep Learning Framework for Accurate Prediction of Protein Functions from Protein Sequences and Interactions,https://doi.org/10.1002/pmic.201900019,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1002_pmic.201900019.txt
219,Dendritic Cells and Leishmania Infection: Adding Layers of Complexity to a Complex Disease,https://doi.org/10.1155/2016/3967436,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1155_2016_3967436.txt
220,Dense functional and molecular readout of a circuit hub in sensory cortex,https://doi.org/10.1126/science.abl5981,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1126_science.abl5981.txt
221,Design Patterns of Biological Cells,https://doi.org/10.1002/bies.202300188,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1002_bies.202300188.txt
222,Designing cell function: assembly of synthetic gene circuits for cell biology applications,https://doi.org/10.1038/s41580-018-0024-z,no_content_found,DOI resolves but no OA PDF or abstract was found
223,Designing neural networks through neuroevolution,https://doi.org/10.1038/S42256-018-0006-Z,no_content_found,DOI resolves but no OA PDF or abstract was found
224,Designing Worm-inspired Neural Networks for Interpretable Robotic Control,https://doi.org/10.1109/ICRA.2019.8793840,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1109_ICRA.2019.8793840.txt
225,Development and functional diversification of cortical interneurons,https://doi.org/10.1016/j.neuron.2018.10.009,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.neuron.2018.10.009.txt
226,Differential immune cell infiltrations between healthy periodontal and chronic periodontitis tissues,https://doi.org/10.1186/s12903-020-01287-0,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1186_s12903-020-01287-0.txt
227,Diffusion-based neuromodulation can eliminate catastrophic forgetting in simple neural networks,https://doi.org/10.1371/journal.pone.0187736,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pone.0187736.pdf
228,Dimensionality reduction by UMAP to visualize physical and genetic interactions,https://doi.org/10.1038/s41467-020-15351-4,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-020-15351-4.pdf
229,Discovering cellular protein-protein interactions: Technological strategies and opportunities.,https://doi.org/10.1002/mas.21574,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1002_mas.21574.txt
230,Discovering genetic interactions bridging pathways in genome-wide association studies,https://doi.org/10.1038/s41467-019-12131-7,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-019-12131-7.pdf
231,Dissecting RAF inhibitor resistance by structure-based modeling reveals ways to overcome oncogenic RAS signaling,https://doi.org/10.1016/j.cels.2018.06.002,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cels.2018.06.002.txt
232,Dissecting the Puzzle of Life: Modularization of Signal Transduction Networks,https://doi.org/10.1016/j.compchemeng.2004.08.035,no_content_found,DOI resolves but no OA PDF or abstract was found
233,Diverse Mechanisms and Circuitry for Global Regulation by the RNA-Binding Protein CsrA,https://doi.org/10.3389/fmicb.2020.601352,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fmicb.2020.601352.pdf
234,Diversification of molecularly defined myenteric neuron classes revealed by single cell RNA-sequencing,https://doi.org/10.1038/s41593-020-00736-x,no_content_found,DOI resolves but no OA PDF or abstract was found
235,Diversity of Interneurons in the Dorsal Striatum Revealed by Single-Cell RNA Sequencing and PatchSeq,https://doi.org/10.1016/j.celrep.2018.07.053,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.celrep.2018.07.053.txt
236,DNA methylation atlas of the mouse brain at single-cell resolution,https://doi.org/10.1038/s41586-020-03182-8,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41586-020-03182-8.pdf
237,DOMINO: a network‐based active module identification algorithm with reduced rate of false calls,https://doi.org/10.15252/msb.20209593,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.15252_msb.20209593.txt
238,Dual Proteome-scale Networks Reveal Cell-specific Remodeling of the Human Interactome,https://doi.org/10.1101/2020.01.19.905109,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1101_2020.01.19.905109.txt
239,Dynamic brain network reconfiguration as a potential schizophrenia genetic risk mechanism modulated by NMDA receptor function,https://doi.org/10.1073/pnas.1608819113,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.1608819113.txt
240,Early emergence of cortical interneuron diversity in the mouse embryo,https://doi.org/10.1126/science.aar6821,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1126_science.aar6821.pdf
241,Early restoration of parvalbumin interneuron activity prevents memory loss and network hyperexcitability in a mouse model of Alzheimer’s disease,https://doi.org/10.1038/s41380-019-0483-4,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41380-019-0483-4.pdf
242,EBV-miR-BART8-3p induces epithelial-mesenchymal transition and promotes metastasis of nasopharyngeal carcinoma cells through activating NF-κB and Erk1/2 pathways,https://doi.org/10.1186/s13046-018-0953-6,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1186_s13046-018-0953-6.pdf
243,"EGFR in Cancer: Signaling Mechanisms, Drugs, and Acquired Resistance",https://doi.org/10.3390/cancers13112748,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.3390_cancers13112748.txt
244,Emergence of co-expression in gene regulatory networks,https://doi.org/10.1371/journal.pone.0247671,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pone.0247671.pdf
245,Empirical Inference of Circuitry and Plasticity in a Kinase Signaling Network,https://doi.org/10.1073/pnas.1423344112,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.1423344112.txt
246,Endocytosis as a stabilizing mechanism for tissue homeostasis,https://doi.org/10.1073/pnas.1714377115,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.1714377115.txt
247,Endosomal PI(3)P regulation by the COMMD/CCDC22/CCDC93 (CCC) complex controls membrane protein recycling,https://doi.org/10.1038/s41467-019-12221-6,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-019-12221-6.pdf
248,Endothelial stromelysin1 regulation by the forkhead box-O transcription factors is crucial in the exudative phase of acute lung injury,https://doi.org/10.1016/j.phrs.2019.01.006,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.phrs.2019.01.006.txt
249,Engineering genetic circuit interactions within and between synthetic minimal cells,https://doi.org/10.1038/nchem.2644,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_nchem.2644.txt
250,Engineering Principles in Bio-Molecular Systems: From Retroactivity to Modularity,https://doi.org/10.1016/S0947-3580(09)70995-1,invalid_doi,DOI does not resolve via Crossref
251,Enhanced construction of gene regulatory networks using hub gene information,https://doi.org/10.1186/s12859-017-1576-1,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1186_s12859-017-1576-1.pdf
252,Enrichr: a comprehensive gene set enrichment analysis web server 2016 update,https://doi.org/10.1093/nar/gkw377,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_nar_gkw377.txt
253,Environment-to-phenotype mapping and adaptation strategies in varying environments,https://doi.org/10.1073/pnas.1903232116,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.1903232116.txt
254,EPIC: Software Toolkit for Elution Profile-Based Inference of Protein Complexes,https://doi.org/10.1038/s41592-019-0461-4,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_s41592-019-0461-4.txt
255,Epidemic spreading on higher-order networks,https://doi.org/10.1016/j.physrep.2024.01.003,no_content_found,DOI resolves but no OA PDF or abstract was found
256,ERK1/2 inhibitors: New weapons to inhibit the RAS‐regulated RAF‐MEK1/2‐ERK1/2 pathway,https://doi.org/10.1016/j.pharmthera.2018.02.007,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1016_j.pharmthera.2018.02.007.pdf
257,Essential control of early B-cell development by Mef2 transcription factors.,https://doi.org/10.1182/blood-2015-04-643270,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1182_blood-2015-04-643270.txt
258,Evolution of Bow-Tie Architectures in Biology,https://doi.org/10.1371/journal.pcbi.1004055,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pcbi.1004055.pdf
259,Evolution of Bow-Tie Architectures in Biology,https://doi.org/10.1371/journal.pcbi.1004055,paper_downloaded,already present
260,"Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse",https://doi.org/10.1101/2020.03.31.016972,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1101_2020.03.31.016972.txt
261,"Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse",https://doi.org/10.1101/2020.03.31.016972,abstract_downloaded,already present
262,Evolution of neuronal identity in the cerebral cortex.,https://doi.org/10.1016/j.conb.2019.04.009,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.conb.2019.04.009.txt
263,Evolution of neuronal identity in the cerebral cortex.,https://doi.org/10.1016/j.conb.2019.04.009,abstract_downloaded,already present
264,Evolutionary proteomics uncovers ancient associations of cilia with signaling pathways,https://doi.org/10.1016/j.devcel.2017.11.014,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.devcel.2017.11.014.txt
265,Evolutionary proteomics uncovers ancient associations of cilia with signaling pathways,https://doi.org/10.1016/j.devcel.2017.11.014,abstract_downloaded,already present
266,Expanding Biosensing Abilities through Computer-Aided Design of Metabolic Pathways.,https://doi.org/10.1021/ACSSYNBIO.5B00225,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1021_ACSSYNBIO.5B00225.txt
267,Experimental reproducibility limits the correlation between mRNA and protein abundances in tumor proteomic profiles,https://doi.org/10.1016/j.crmeth.2022.100288,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.crmeth.2022.100288.txt
268,Exploring Biocontrol Agents From Microbial Keystone Taxa Associated to Suppressive Soil: A New Attempt for a Biocontrol Strategy,https://doi.org/10.3389/fpls.2021.655673,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fpls.2021.655673.pdf
269,Exploring specific prognostic biomarkers in triple-negative breast cancer,https://doi.org/10.1038/s41419-019-2043-x,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41419-019-2043-x.pdf
270,Exploring whole-genome duplicate gene retention with complex genetic interaction analysis,https://doi.org/10.1126/science.aaz5667,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1126_science.aaz5667.txt
271,"Extracellular nicotinamide phosphoribosyltransferase, a new cancer metabokine",https://doi.org/10.1111/bph.13505,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1111_bph.13505.txt
272,Extreme multifunctional proteins identified from a human protein interaction network,https://doi.org/10.1038/ncomms8412,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_ncomms8412.pdf
273,Fast and accurate protein function prediction from sequence through pretrained language model and homology-based label diffusion,https://doi.org/10.1101/2022.12.05.519119,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1101_2022.12.05.519119.txt
274,Fast Markov Clustering Algorithm Based on Belief Dynamics,https://doi.org/10.1109/TCYB.2022.3141598,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1109_TCYB.2022.3141598.txt
275,Feedback regulation in cell signalling: Lessons for cancer therapeutics.,https://doi.org/10.1016/j.semcdb.2015.09.024,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.semcdb.2015.09.024.txt
276,Feedback regulation through myosin II confers robustness on RhoA signalling at E-cadherin junctions,https://doi.org/10.1038/ncb3239,no_content_found,DOI resolves but no OA PDF or abstract was found
277,Fine-tuning of AMPK–ULK1–mTORC1 regulatory triangle is crucial for autophagy oscillation,https://doi.org/10.1038/s41598-020-75030-8,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41598-020-75030-8.pdf
278,Floral regulators FLC and SOC1 directly regulate expression of the B3-type transcription factor TARGET OF FLC AND SVP 1 at the Arabidopsis shoot apex via antagonistic chromatin modifications,https://doi.org/10.1371/journal.pgen.1008065,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pgen.1008065.pdf
279,Frequency modulation of ERK activation dynamics rewires cell fate,https://doi.org/10.15252/msb.20156458,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.15252_msb.20156458.txt
280,From genotypes to organisms: State-of-the-art and perspectives of a cornerstone in evolutionary dynamics.,https://doi.org/10.1016/j.plrev.2021.03.004,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.plrev.2021.03.004.txt
281,From Hiring to Firing: Activation of Inhibitory Neurons and Their Recruitment in Behavior,https://doi.org/10.3389/fnmol.2019.00168,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fnmol.2019.00168.pdf
282,From molecular to modular cell biology,https://doi.org/10.1038/35011540,no_content_found,DOI resolves but no OA PDF or abstract was found
283,"From Peas to Disease: Modifier Genes, Network Resilience, and the Genetics of Health.",https://doi.org/10.1016/j.ajhg.2017.06.004,no_content_found,DOI resolves but no OA PDF or abstract was found
284,From protein-protein interactions to protein co-expression networks: a new perspective to evaluate large-scale proteomic data,https://doi.org/10.1186/s13637-017-0059-z,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1186_s13637-017-0059-z.pdf
285,From signalling pathways to targeted therapies: unravelling glioblastoma’s secrets and harnessing two decades of progress,https://doi.org/10.1038/s41392-023-01637-8,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41392-023-01637-8.pdf
286,From Traditional Ethnopharmacology to Modern Natural Drug Discovery: A Methodology Discussion and Specific Examples,https://doi.org/10.3390/molecules27134060,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.3390_molecules27134060.txt
287,Functional and evolutionary characterization of a secondary metabolite gene cluster in budding yeasts,https://doi.org/10.1073/pnas.1806268115,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.1806268115.txt
288,Functional Genomic Screening Reveals Core Modulators of Echinocandin Stress Responses in Candida albicans.,https://doi.org/10.1016/j.celrep.2018.04.084,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.celrep.2018.04.084.txt
289,Functional unknomics: Systematic screening of conserved genes of unknown function,https://doi.org/10.1371/journal.pbio.3002222,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1371_journal.pbio.3002222.txt
290,"Fundamental Principles in Bacterial Physiology - History, Recent progress, and the Future with Focus on Cell Size Control: A Review",https://doi.org/10.1088/1361-6633/aaa628,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1088_1361-6633_aaa628.pdf
291,GABAergic Inhibitory Interneuron Deficits in Alzheimer’s Disease: Implications for Treatment,https://doi.org/10.3389/fnins.2020.00660,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fnins.2020.00660.pdf
292,Game Changer: The Topology of Creativity1,https://doi.org/10.1086/681213,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1086_681213.txt
293,gapseq: informed prediction of bacterial metabolic pathways and reconstruction of accurate metabolic models,https://doi.org/10.1186/s13059-021-02295-1,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1186_s13059-021-02295-1.pdf
294,Gene co-expression in the interactome: moving from correlation toward causation via an integrated approach to disease module discovery,https://doi.org/10.1038/s41540-020-00168-0,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41540-020-00168-0.pdf
295,Gene co-expression network connectivity is an important determinant of selective constraint,https://doi.org/10.1371/journal.pgen.1006402,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pgen.1006402.pdf
296,Gene regulation by gonadal hormone receptors underlies brain sex differences,https://doi.org/10.1038/s41586-022-04686-1,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41586-022-04686-1.pdf
297,Gene regulatory networks controlled by FLOWERING LOCUS C that confer variation in seasonal flowering and life history,https://doi.org/10.1093/jxb/eraa216,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_jxb_eraa216.txt
298,Genetic and molecular basis of floral induction in Arabidopsis thaliana,https://doi.org/10.1093/jxb/eraa057,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_jxb_eraa057.txt
299,Genetic and molecular basis of floral induction in Arabidopsis thaliana,https://doi.org/10.1093/jxb/eraa057,abstract_downloaded,already present
300,Genetic correlation network prediction of forest soil microbial functional organization,https://doi.org/10.1038/s41396-018-0232-8,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41396-018-0232-8.pdf
301,Genetic correlation network prediction of forest soil microbial functional organization,https://doi.org/10.1038/s41396-018-0232-8,paper_downloaded,already present
302,Genetic Dissection of Neural Circuits: A Decade of Progress,https://doi.org/10.1016/j.neuron.2018.05.004,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.neuron.2018.05.004.txt
303,Genetic Single Neuron Anatomy Reveals Fine Granularity of Cortical Axo-Axonic Cells,https://doi.org/10.1016/j.celrep.2019.02.040,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.celrep.2019.02.040.txt
304,Genome architecture and stability in the S. cerevisiae knockout collection,https://doi.org/10.1038/s41586-019-1549-9,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_s41586-019-1549-9.txt
305,Genome Assembly Improvement and Mapping Convergently Evolved Skeletal Traits in Sticklebacks with Genotyping-by-Sequencing,https://doi.org/10.1534/g3.115.017905,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1534_g3.115.017905.txt
306,Genome-scale metabolic network reconstruction of model animals as a platform for translational research,https://doi.org/10.1073/pnas.2102344118,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.2102344118.txt
307,Genome-wide Analyses Identify KIF5A as a Novel ALS Gene,https://doi.org/10.2139/ssrn.3155776,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.2139_ssrn.3155776.txt
308,Genome-Wide Analysis of lncRNA and mRNA Expression During Differentiation of Abdominal Preadipocytes in the Chicken,https://doi.org/10.1534/g3.116.037069,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1534_g3.116.037069.txt
309,Genome-wide association analyses define pathogenic signaling pathways and prioritize drug targets for IgA nephropathy,https://doi.org/10.1038/s41588-023-01422-x,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41588-023-01422-x.pdf
310,Genomic Determinants of Protein Abundance Variation in Colorectal Cancer Cells,https://doi.org/10.1016/j.celrep.2017.08.010,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.celrep.2017.08.010.txt
311,Genomic Regulation of Transcription and RNA Processing by the Multitasking Integrator Complex,https://doi.org/10.1038/s41580-022-00534-2,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_s41580-022-00534-2.txt
312,GLC: A dual-perspective approach for identifying influential nodes in complex networks,https://doi.org/10.1016/j.eswa.2024.126292,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.eswa.2024.126292.txt
